Player;Pos;Squad;Min;Expected Assists;Passes Completed %;Completed Passes into Final third;Yards Progressed From Passes;Shot-Created Dribbles;Successful Dribbles;Successful Dribbles %;Successful Pressures;Interceptions;Tackles Won;Fouls Made;Aerial Duels Won %
Issouf Sissokho;CM;Bordeaux;78;0;93.2;3.33;183.3;0;0;0;6.67;1.11;4.44;4.44;0
Ibrahima Sissoko;CM;Strasbourg;2581;0.01;81;3.59;185.1;0;0.87;64.1;5.54;1.85;1.71;2.3;69
Moussa Sissoko;CM;Tottenham;1585;0.03;84.1;2.84;145.8;0;0.97;56.7;4.26;0.91;1.14;1.19;41.5
Nelson Sissoko;FB;Saint-Étienne;474;0;74.3;2.64;279.6;0;1.13;54.5;2.64;0.94;1.51;0.38;54.5
Antonio Sivera;GK;Alavés;71;0;45.5;0;356.3;0;0;0;0;0;0;0;0
Jacques Siwe;FW;Dijon;169;0.11;68.6;0.53;15.3;0;1.05;50;4.74;0.53;1.05;2.11;42.9
Ellyes Skhiri;CM;Köln;2785;0.04;87.1;2.65;238.3;0.06;0.45;58.3;5.44;2.72;1.65;1.39;51.7
Łukasz Skorupski;GK;Bologna;2520;0;77.5;0.11;369.3;0;0;0;0;0;0;0;0
Andreas Skov Olsen;W;Bologna;1179;0.16;75.5;0.69;141.3;0.31;1.15;42.9;3.21;0.31;0.76;0.92;44.4
Robert Skov;W;Hoffenheim;1164;0.1;69.5;1.4;146;0.08;1.4;51.4;5.89;0.93;1.16;0.7;28.9
Milan Škriniar;CB;Inter;2777;0.01;92.4;4.24;365.8;0;0.19;66.7;2.72;0.87;0.91;1.1;52.1
Steven Skrzybski;W;Schalke 04;419;0.02;59.8;1.06;109.8;0;1.06;71.4;5.32;1.06;1.28;0.85;30
Petar Škuletić;FW;Montpellier;234;0.15;56.9;1.15;33.1;0;0.38;100;7.69;0;1.92;1.54;48.9
Islam Slimani;FW;Leicester City;20;0;72.7;0;80;0;0;0;10;0;0;0;75
Islam Slimani;FW;Lyon;579;0.23;74.3;2.34;97;0;0.47;50;3.44;0.16;0.78;2.03;47.1
William Smallbone;CM;Southampton;172;0;82.1;2.11;127.9;0;0.53;100;9.47;0.53;2.11;1.58;42.9
Chris Smalling;CB;Roma;1111;0.04;92.3;1.54;265.9;0;0.33;100;3.01;1.79;0.57;1.14;69.6
Emile Smith-Rowe;AM;Arsenal;1440;0.19;87.7;2.31;112.1;0.13;0.44;24.1;3.88;0.88;0.5;0.31;47.1
Robert Snodgrass;W;West Brom;526;0.05;78.9;1.55;93.8;0;0.52;50;4.31;0.69;2.07;1.38;43.5
Robert Snodgrass;W;West Ham;5;0;100;0;130;0;0;0;0;0;10;0;0
Cédric Soares;FB;Arsenal;746;0.11;75.8;3.49;253;0.24;0.72;60;4.22;0.96;1.2;0.72;41.7
Rafa Soares;FB;Eibar;1134;0.1;69.8;3.81;383.6;0;0.24;33.3;2.78;1.43;1.27;0.63;50
Rubén Sobrino;FW;Valencia;49;0;73.9;0;92;0;0;0;10;2;6;8;0
Rubén Sobrino;FW;Cádiz;1113;0.06;72.8;1.21;55;0.08;1.69;65.6;6.77;0.89;1.69;1.45;39
Simon Sohm;CM;Parma;899;0.03;85.6;2.6;141.7;0.3;0.9;60;3.1;0.3;1.1;0.8;64.7
Augusto Solari;W;Celta Vigo;486;0.24;71.8;1.67;146.3;0;1.11;42.9;5.93;0.74;2.41;2.96;48
Roberto Soldado;FW;Granada;1438;0.04;62.2;0.81;26.1;0;0.31;35.7;3.25;0.38;0.5;1.5;26.7
Carlos Soler;CM;Valencia;2735;0.15;81.5;5.2;234;0.13;0.76;57.5;3.36;0.69;0.69;0.89;44.7
Yann Sommer;GK;Mönchengladbach;2712;0;81.5;0.03;443.9;0;0;0;0.03;0;0;0.03;0
Son;FB;Levante;1106;0.1;76.1;2.2;270.7;0.08;0.98;50;3.5;1.22;0.98;1.14;50
Brandon Soppy;FB;Rennes;559;0.02;79.6;2.42;296.1;0.16;1.45;56.3;6.13;1.13;2.42;1.94;35.3
David Soria;GK;Getafe;2520;0;46.8;1.93;628.4;0;0;0;0;0;0;0;0
Roberto Soriano;AM;Bologna;3250;0.18;81.2;2.99;172.6;0.08;1.14;67.2;4.35;0.69;0.89;2.08;36.8
Alberto Soro;W;Granada;393;0.09;72.9;0.91;80;0.23;0.45;40;6.59;0.91;1.14;2.5;31.3
Borna Sosa;FB;Stuttgart;2042;0.26;70.4;2.33;297.7;0.04;1.41;68.1;2.6;1.01;0.57;0.75;56.4
Hugo Sotelo;W;Celta Vigo;1;0;0;0;0;0;0;0;0;0;0;0;0
Florian Sotoca;FW;Lens;2413;0.13;71.1;1.75;85.8;0.15;0.9;53.3;3.28;0.3;0.6;1.79;44.4
Riccardo Sottil;W;Cagliari;1184;0.14;74.9;1.44;92.1;0.23;2.88;74.5;1.97;0.3;0.61;1.44;25
Cheick Souaré;CM;Marseille;10;0;66.7;0;150;0;0;0;0;10;0;10;0
Tomáš Souček;CM;West Ham;3419;0.04;76.9;2.68;145.9;0.03;0.42;61.5;4.29;1.45;1.32;1.82;63
Rayan Souici;CB;Saint-Étienne;5;0;87.5;0;650;0;0;0;10;0;0;0;0
Cebio Soukou;W;Arminia;458;0.02;87.8;0.98;56.5;0.2;0.98;33.3;4.9;0.2;1.18;1.57;38.5
Adama Soumaoro;CB;Bologna;1755;0.01;91.5;1.18;238.8;0;0.15;100;3.95;1.64;0.82;1.69;78.7
Adama Soumaoro;CB;Lille;145;0;95.9;1.25;465;0;0;0;2.5;1.25;1.25;1.25;100
Boubakary Soumaré;CM;Lille;1919;0.06;86.9;8.69;311.9;0;1.13;85.7;3.9;1.88;1.41;1.08;60.9
Yaya Soumaré;W;Lyon;4;0;100;0;0;0;0;0;0;1;0;1;0
Arnaud Souquet;FB;Montpellier;1224;0.04;75;1.91;287.8;0.07;0.66;50;4.71;1.4;1.69;1.4;31.6
Ansou Sow;FW;Lens;6;0;50;0;0;0;0;0;0;0;0;0;100
Djibril Sow;CM;Eintracht Frankfurt;2175;0.07;88.5;2.89;192.6;0;0.74;64.3;7.19;2.27;1.86;1.65;50
Saidou Sow;CB;Saint-Étienne;1000;0.01;86.1;1.35;319.1;0;0.27;100;4.59;1.71;1.26;0.63;65.2
Çağlar Söyüncü;CB;Leicester City;1819;0.01;89;3.66;340.5;0.05;0.35;77.8;2.72;1.34;0.79;0.89;62.6
Leonardo Spinazzola;FB;Roma;2124;0.21;79;2.88;244.4;0.47;2.5;52.7;2.33;1.31;0.21;0.38;66.7
Marco Sportiello;GK;Atalanta;1261;0;83.7;0;330.9;0;0;0;0.07;0;0.07;0;0
Mattia Sprocati;W;Parma;22;0;100;0;35;0;0;0;10;0;0;0;0
Jerry St. Juste;CB;Mainz 05;2880;0.01;81.5;2.41;270.5;0.09;0.81;78.8;4.13;1.88;1.41;1.28;49.6
Benjamin Stambouli;CM;Schalke 04;1956;0.02;74.8;3.04;299.1;0;0.88;79.2;4.65;2.81;2.03;0.97;56.8
Josip Stanišić;FB;Bayern Munich;90;0;90.2;2;280;0;0;0;6;1;1;1;62.5
Niklas Stark;CB;Hertha BSC;2793;0.01;84.9;2.77;270.2;0;0.06;66.7;4.32;1.29;1.16;1.39;60.3
Renato Steffen;W;Wolfsburg;1566;0.14;72.8;2.7;126.2;0.23;0.69;63.2;4.54;0.75;0.86;1.78;46.2
Zack Steffen;GK;Manchester City;90;0;82.1;0;236;0;0;0;0;0;0;1;0
Pascal Stenzel;FB;Stuttgart;1276;0.02;85.9;4.08;528;0;0.63;69.2;4.08;1.27;1.27;1.41;47.6
Dale Stephens;CM;Burnley;261;0;83.1;2.41;182.1;0;0.34;100;5.17;1.03;1.38;2.76;55.6
Jack Stephens;CB;Southampton;1537;0.03;83.2;3.92;366.7;0;0.18;75;3.33;1.46;1.11;0.47;59.1
Raheem Sterling;W;Manchester City;2536;0.17;85.4;1.35;85.9;0.5;2.45;55.2;2.94;0.5;0.64;1.28;16.1
Enda Stevens;FB;Sheffield Utd;2700;0.05;77.5;2.93;272.5;0.03;0.97;64.4;3.07;1.57;0.8;1.1;49.4
Lars Stindl;AM;Mönchengladbach;1961;0.26;82;3.17;152.9;0;0.28;42.9;5.32;0.28;1.06;1.93;39.5
Kevin Stöger;AM;Mainz 05;538;0.15;69.5;4.17;280.5;0;0.83;100;5.5;1.83;1.67;2.17;33.3
John Stones;CB;Manchester City;1933;0;94.3;5.26;371.7;0;0.47;83.3;2.37;0.93;0.56;0.33;75.4
Thomas Strakosha;GK;Lazio;810;0;83.4;0.33;527.1;0;0;0;0;0;0.11;0;0
Tobias Strobl;CM;Augsburg;1846;0.04;81.2;2.88;178.6;0;0.39;53.3;4.83;1.37;0.68;0.83;46.6
Kevin Strootman;CM;Genoa;1314;0.12;84.4;6.92;302.7;0;0.62;81.8;6.58;1.92;1.85;3.08;54.5
Kevin Strootman;CM;Marseille;233;0.16;80.9;5;226.9;0;0.38;50;8.46;1.15;2.31;1.71;45.5
Pascal Struijk;CB;Leeds United;2075;0.01;87.1;2.08;285.5;0;0.17;80;5.11;1.77;1.26;1.13;53.1
Jens Stryger Larsen;FB;Udinese;2638;0.03;78.6;2.35;263.2;0.1;0.51;65.2;2.29;0.99;0.51;0.41;36.7
Stefano Sturaro;CM;Hellas Verona;423;0;74.9;1.7;117.2;0;0.21;50;4.89;0.43;1.06;3.62;50
Stefano Sturaro;CM;Genoa;445;0.04;70.6;1.43;141.6;0;0.41;33.3;5.51;0.41;1.43;2.86;30
Damián Suárez;FB;Getafe;2434;0.03;66.1;4.22;370.5;0.04;0.74;57.1;5.48;1.26;1.22;2;56.1
Denis Suárez;AM;Celta Vigo;2852;0.16;80.7;4.83;242.2;0.06;1.23;59.1;5.55;0.85;1.1;1.48;43.3
Luis Suárez;FW;Atlético Madrid;2508;0.12;73.6;1.08;40.4;0.14;0.39;27.5;1.54;0.22;0.18;0.75;41
Marek Suchý;CB;Augsburg;305;0;87;1.47;256.8;0;0;0;2.94;0.29;0.88;1.47;70
Niklas Süle;CB;Bayern Munich;1505;0.02;91;5.87;494.1;0.06;0.48;66.7;3.59;1.26;1.08;0.54;57.9
Suso;W;Sevilla;2210;0.18;81.4;3.78;192.5;0.45;2.07;77.3;2.76;0.37;0.53;1.02;26.3
Bosko Sutalo;CB;Atalanta;233;0.08;83.9;2.69;302.7;0;0.38;50;4.62;0.77;1.92;0.77;63.6
Mattias Svanberg;CM;Bologna;1852;0.12;80.3;2.48;135.6;0.24;1.02;65.6;3.83;1.75;0.83;2.18;48.7
Abdoulaye Sylla;CB;Nantes;8;0;50;0;30;0;0;0;0;10;0;0;0
Issiaga Sylla;FB;Lens;1116;0.03;77.5;2.1;291.2;0;1.77;59.5;4.92;1.29;1.69;1.37;56
Eddy Sylvestre;W;Nice;97;0;84.2;0.91;52.7;0;0.91;50;5.45;0;0.91;1.82;0
Ádám Szalai;FW;Mainz 05;733;0.07;53.8;1.48;63.2;0;1.48;63.2;5.06;0.37;0.86;2.35;40.4
Wojciech Szczęsny;GK;Juventus;2677;0;89.7;0.13;406.8;0;0.07;100;0;0;0;0;0
Frederik Sørensen;CB;Köln;99;0.09;76;4.55;389.1;0;1.82;100;8.18;0;1.82;4.55;62.5
Alexander Sørloth;FW;RB Leipzig;1443;0.14;75.2;1;60.1;0.13;1.25;62.5;6.63;0.31;0.44;1.75;65.7
Tachi;CB;Alavés;850;0.01;73.2;1.81;266.8;0;0.11;100;2.13;0.96;0.74;1.28;48.8
Jonathan Tah;CB;Leverkusen;2219;0;90.9;4.09;404.1;0;0.28;87.5;3.04;1.9;0.73;1.17;67.4
Waniss Taibi;AM;Angers;38;0;87.5;5;162.5;0;0;0;7.5;5;0;2.5;0
Flavien Tait;CM;Rennes;1368;0.15;84.1;4.08;194;0.33;1.84;58.3;6.18;1.58;1.97;1.38;50
Adrien Tameze;CM;Hellas Verona;2304;0.07;80.2;2.73;128.2;0.12;1.41;72;5.59;1.37;1.6;1.41;48
Japhet Tanganga;CB;Tottenham;487;0;84.3;1.11;215.4;0;2.22;85.7;4.07;0.37;0.74;2.04;55
Renato Tapia;CM;Celta Vigo;2701;0.03;82.6;2.9;199.8;0;0.83;89.3;5.7;1.53;1.63;2.17;56
Edmond Tapsoba;CB;Leverkusen;2652;0.02;91;4.92;544.5;0;0.61;72;4.58;1.66;1.15;1.46;64.2
Matt Targett;FB;Aston Villa;3404;0.08;77;4.21;405;0;0.42;76.2;3.47;1.24;1.51;0.74;60.9
James Tarkowski;CB;Burnley;3240;0.02;72;1.92;213.2;0;0.31;84.6;2.89;1.58;1.17;0.75;74.8
Ciprian Tătărușanu;GK;Milan;90;0;88.9;0;297;0;0;0;0;0;0;0;0
Percy Tau;AM;Brighton;103;0.27;75.9;0.91;60.9;0.91;2.73;100;2.73;0;0;0;0
Niklas Tauer;CM;Mainz 05;69;0;63;1.25;245;0;0;0;3.75;0;0;0;57.1
Heriberto Tavares;W;Brest;43;0;83.3;0;70;0;0;0;8;2;0;2;50
Sidnei Tavares;CM;Leicester City;85;0;73.1;0;57.8;0;1.11;100;7.78;1.11;0;1.11;50
Tomás Tavares;FB;Alavés;65;0;81.8;0;114.3;0;0;0;1.43;1.43;1.43;1.43;33.3
Charlie Taylor;FB;Burnley;2426;0.07;69.9;2.7;260.6;0;1;58.7;2.63;1.04;0.93;0.33;63.9
Neil Taylor;FB;Aston Villa;16;0;90.9;0;145;0;0;0;0;0;0;5;0
Allan Tchaptchet;CB;Southampton;13;0;0;0;0;0;0;0;0;0;0;0;100
Warren Tchimbembé;W;Metz;495;0.02;85.6;3.27;152.4;0;0.36;66.7;4;0.55;0.55;0.73;50
Aurélien Tchouaméni;CM;Monaco;3063;0.06;83.8;4.53;211.4;0.03;0.94;78;7.09;1.88;2.85;1.71;69.2
Álvaro Tejero;FB;Eibar;110;0.17;75.8;2.5;485.8;0;0;0;4.17;0;2.5;0.83;25
Nathan Tella;W;Southampton;745;0.1;73.3;0.48;37.7;0.36;1.93;64;6.75;1.08;0.96;1.93;14.3
Alex Telles;FB;Manchester Utd;690;0.14;80.5;4.55;408.6;0;0.39;50;2.86;1.56;0.78;0.52;52.4
Andrés Tello;CM;Benevento;413;0;69.4;2.83;206.1;0;0.65;50;6.74;1.52;1.74;1.3;58.3
Cristian Tello;W;Betis;1283;0.19;78.5;1.33;125.7;0.21;1.33;52.8;3.22;0.56;0.63;0.56;48
Lino Tempelmann;CM;Freiburg;270;0;78.3;3.67;162.7;0;0.67;66.7;5.33;0;1;1.33;60
Hidde ter Avest;FB;Udinese;351;0;73.8;3.33;344.6;0;0.77;75;4.62;0;0.77;0.77;20
Marc-André ter Stegen;GK;Barcelona;2790;0;89;0.06;465;0;0;0;0;0;0;0.03;0
Pietro Terracciano;GK;Fiorentina;272;0;55.2;0.67;586;0;0;0;0;0;0;0;0
Martin Terrier;W;Rennes;2436;0.17;80.4;1.25;61.7;0.15;0.96;56.5;5.13;0.66;0.89;1.22;42.5
Claudio Terzi;CB;Spezia;1869;0;83.7;4.95;442.6;0;0.19;57.1;3.56;1.68;0.67;1.15;61.6
Kenny Tete;FB;Fulham;1481;0;87.5;10;465;0;0.48;42.1;4.79;1.76;1.76;0;0
Kenny Tete;FB;Lyon;20;0.1;74.4;2.12;289.8;0;0;0;10;5;5;1.76;52.9
Cedric Teuchert;FW;Union Berlin;754;0.12;72.7;1.79;93;0.24;1.19;41.7;6.07;1.31;0.83;1.79;25
Florian Thauvin;W;Marseille;2732;0.3;70.6;3.06;191.9;0.07;1.94;56.7;3.55;0.53;0.79;0.86;38.1
Malick Thiaw;CB;Schalke 04;1452;0.01;81.7;1.37;256.8;0;0.12;66.7;4.04;1.99;1.24;1.61;61.1
Jan Thielmann;W;Köln;1029;0.06;63.8;1.84;105.4;0;0.44;62.5;5.18;0.7;1.05;1.14;34.1
Sada Thioub;W;Angers;1256;0.15;83.4;2.21;152.1;0.57;2.71;54.3;6.57;0.64;1.29;1.21;32.4
William Thomas Fish;CB;Manchester Utd;1;0;0;0;0;0;0;0;0;0;0;0;0
Luke Thomas;FB;Leicester City;969;0.02;74.2;2.04;181.2;0;0.93;58.8;5.46;1.48;0.74;0.93;40
Romain Thomas;CB;Angers;3024;0;87.3;1.88;335.7;0;0.12;80;3.45;1.37;1.13;1.07;67.9
Adrien Thomasson;AM;Strasbourg;2624;0.16;76.1;2.29;103.9;0.31;0.92;46.6;7.29;0.96;1.2;1.82;29.1
Erik Thommy;W;Stuttgart;313;0.26;72;2;134.6;0;0.86;50;3.71;2;0;1.43;57.1
Morten Thorsby;CM;Sampdoria;2648;0.03;75.9;2.24;129.1;0;0.41;70.6;7.31;0.71;1.97;2.52;53.6
Marcus Thuram;W;Mönchengladbach;1731;0.1;71.2;1.25;73.4;0.36;2.14;65.1;5.05;1.04;0.83;1.93;50
Khéphren Thuram-Ulie;CM;Nice;1494;0.02;88;3.73;182.7;0.06;0.96;80;4.7;0.6;1.33;1.93;45.7
Cheikh Tidiane Sabaly;W;Metz;12;0;60;0;30;0;0;0;10;0;0;0;0
Youri Tielemans;CM;Leicester City;3357;0.09;78.6;5.68;267.1;0.05;1.07;70.2;4.88;0.97;1.5;0.99;51.4
Kieran Tierney;FB;Arsenal;2299;0.16;76.2;2.2;238;0.2;0.86;52.4;2.55;0.78;0.67;0.55;29.7
Steffen Tigges;FW;Dortmund;56;0;50;3.33;130;0;0;0;10;0;5;6.67;75
Guus Til;AM;Freiburg;125;0;62.9;1.43;31.4;0;0;0;6.43;0.71;0.71;3.57;33.3
David Timor;CM;Getafe;1395;0.06;64.7;4.19;225.5;0;0.13;66.7;2.39;0.84;0.52;1.1;53.8
Jean-Clair Todibo;CB;Nice;1330;0.01;89.4;5.14;448.2;0;1.01;75;4.19;1.49;1.76;1.15;59.6
Karl Toko Ekambi;W;Lyon;2811;0.2;77.7;1.35;91.7;0.48;2.02;62.4;2.66;0.83;0.29;0.87;43.8
Corentin Tolisso;CM;Bayern Munich;781;0.06;85.9;7.82;301.7;0.11;0.69;66.7;4.37;0.34;1.38;1.38;57.1
Jeremy Toljan;FB;Sassuolo;1490;0.06;88.7;2.89;201.4;0.06;0.36;42.9;4.28;1.02;0.96;1.39;21.1
Rafael Tolói;CB;Atalanta;2537;0.03;83.7;4.93;323.1;0.04;0.43;50;4.65;1.35;1.17;1.35;73.1
Takehiro Tomiyasu;CB;Bologna;2715;0.02;83.8;4.24;329.1;0;0.6;62.1;4.04;1.69;0.96;1.03;64.6
James Tomkins;CB;Crystal Palace;553;0.02;78.7;1.97;148.7;0;0;0;1.8;0.82;0.66;0.49;58.3
Fikayo Tomori;CB;Chelsea;45;0;93.1;0;322;0;0;0;2;2;4;2;0
Fikayo Tomori;CB;Milan;1466;0;90.6;2.02;335.4;0;0.31;83.3;5.15;1.29;0.92;0.86;54.7
Sandro Tonali;CM;Milan;1330;0.09;82.3;4.32;207.9;0;0.41;60;4.59;1.35;0.95;1.22;37.5
Lorenzo Tonelli;CB;Sampdoria;1782;0;82.4;1.31;227.8;0;0;0;4.34;0.91;1.11;1.52;59.5
Toño;FB;Levante;726;0.05;81.9;2.35;268.1;0;1.23;52.6;3.09;0.99;0.62;1.23;38.5
Ömer Toprak;CB;Werder Bremen;1940;0;83.4;1.99;270.8;0;0.56;70.6;2.45;2.36;0.6;0.79;74.6
Tyron Tormin;W;Saint-Étienne;21;0;88.9;5;120;0;0;0;5;0;0;5;50
Ernesto Torregrossa;FW;Sampdoria;170;0.21;72.7;0.53;35.3;0;1.05;33.3;2.63;0.53;0.53;3.68;35.7
Lucas Torreira;CM;Atlético Madrid;518;0.1;88.8;3.97;221.9;0;0.17;100;3.1;1.21;1.03;1.72;38.5
Ferrán Torres;W;Manchester City;1306;0.13;81.4;1.1;72.1;0.41;1.31;43.2;4.62;0.48;0.55;1.1;36.1
Óliver Torres;CM;Sevilla;1400;0.11;84.9;7.63;276.5;0.32;1.92;76.9;5.9;1.03;1.67;1.35;14.3
Pau Torres;CB;Villarreal;2970;0.03;89.2;4.24;408;0;0.88;85.3;1.76;0.91;0.3;0.39;60.6
Roberto Torres;AM;Osasuna;1894;0.07;67.8;2.9;175.3;0.14;1.14;57.1;2.48;0.95;0.38;0.62;29
Lucas Torró;CM;Osasuna;1548;0.03;78.4;3.08;151;0.12;0.64;73.3;4.59;1.69;1.22;1.57;59.2
Jordan Torunarigha;CB;Hertha BSC;969;0.06;88;3.06;405.1;0;0.46;71.4;2.96;1.85;0.65;1.39;59.1
Cenk Tosun;FW;Everton;48;0.2;80;0;28;0;0;0;2;0;0;2;50
Abdoulaye Touré;CM;Nantes;1681;0.1;85.1;4.55;174.9;0.11;0.91;53.1;4.06;0.86;1.07;1.07;53.3
Almamy Touré;FB;Eintracht Frankfurt;704;0.15;65.8;1.92;256.8;0.13;1.67;68.4;4.74;1.41;1.67;1.67;50
Lucas Tousart;CM;Hertha BSC;2090;0.04;78.9;3.02;149.4;0;0.52;63.2;6.68;1.72;1.55;1.51;63.1
Andros Townsend;W;Crystal Palace;2258;0.15;67.9;1.67;157.9;0.28;1.75;64.7;5.34;1.91;1.43;1.12;17.2
Conor Townsend;FB;West Brom;2234;0.08;74.9;3.15;319.6;0;0.48;46.2;3.75;1.61;1.29;0.6;56.3
Mattéo Tramoni;W;Cagliari;74;0;76.9;0;66.3;0;0;0;15;1.25;2.5;1.25;0
Adama Traoré;W;Wolves;2649;0.18;65.9;1.46;82;0.71;5.44;74.4;3.64;0.37;0.78;1.6;51
Amadou Traore;W;Bordeaux;304;0.24;71.8;0;62.4;0.88;2.35;53.3;5;0.29;1.18;1.47;33.3
Bertrand Traoré;W;Aston Villa;2317;0.13;71.2;1.09;103.6;0.62;1.98;52.6;2.88;0.89;0.35;1.21;45.6
Boubacar Traoré;CM;Metz;54;0;72.3;10;295;0;1.67;100;5;1.67;3.33;5;0
Chaka Traorè;W;Parma;18;0;60;0;140;0;0;0;0;0;0;0;100
Charles Traore;FB;Nantes;1700;0.01;71;3.07;272.7;0;0.37;41.2;6.93;1.32;1.96;1.69;68.3
Cheick Traoré;FB;Lens;39;0;70.8;0;322.5;0;2.5;100;2.5;5;2.5;2.5;100
Hamari Traoré;FB;Rennes;3000;0.1;83.3;4.65;359;0.03;0.75;78.1;4.11;1.83;1.32;1.2;42.6
Ibrahima Traoré;W;Mönchengladbach;98;0.18;66;0.91;122.7;0;0.91;33.3;7.27;0;0.91;0;0
Ismaël Traoré;CB;Angers;2993;0.02;85.9;2.19;351.3;0;0.42;82.4;3.36;1.26;0.99;0.6;48.7
Kevin Trapp;GK;Eintracht Frankfurt;2970;0;69.8;0.42;581.1;0;0;0;0.03;0.03;0;0;0
Miguel Trauco;FB;Saint-Étienne;2035;0.12;76.6;3.54;435.4;0.04;0.49;37.9;4.51;1.77;1.24;1.33;47.5
Trézéguet;W;Aston Villa;1166;0.15;69.5;1.69;84.8;0.23;2;68.4;5.15;0.85;1.38;3;39.2
Manu Trigueros;CM;Villarreal;2527;0.18;86;5.98;248.6;0;0.78;75.9;4.84;0.53;1.25;2.06;41.7
Christopher Trimmel;FB;Union Berlin;2572;0.17;71.4;1.99;316.6;0;0.35;50;3.78;2.03;1.15;1.08;54.1
Francisco Trincão;W;Barcelona;706;0.13;84.5;1.54;118.7;0.38;2.82;61.1;3.33;0.51;0.51;0.77;30.8
Alessandro Tripaldelli;FB;Cagliari;300;0.06;64.5;2.12;241.2;0;0.61;33.3;3.94;1.21;1.21;2.73;46.7
Kieran Trippier;FB;Atlético Madrid;2475;0.13;79.3;3.78;419.1;0;0.65;78.3;4;1.38;1.35;1.09;67.1
Leandro Trossard;W;Brighton;2607;0.15;74.9;2.72;149.2;0.17;1.45;61.8;4.52;0.83;0.69;0.97;17.6
Alexis Trouillet;CM;Nice;109;0.33;82.4;6.67;213.3;0;0.83;50;5;0.83;3.33;1.67;33.3
Adrien Truffert;FB;Rennes;1951;0.09;84;2.4;212.7;0.05;0.69;46.9;4.1;0.83;1.01;1.06;42.9
Marvin Tshibuabua;CB;Saint-Étienne;43;0;88.2;0;268;0;2;100;4;2;0;0;66.7
Kostas Tsimikas;FB;Liverpool;7;0;75;0;0;0;0;0;30;0;0;10;0
Axel Tuanzebe;CB;Manchester Utd;404;0;89.7;2;232.7;0;0;0;3.56;0.89;1.11;1.33;46.2
Alessandro Tuia;CB;Benevento;1765;0.01;79;1.89;248.6;0;0.2;57.1;4.39;1.53;1.53;1.38;65.1
Ľubomír Tupta;FW;Hellas Verona;50;0;80;0;31.7;0;0;0;3.33;0;0;0;50
Tuta;CB;Eintracht Frankfurt;1459;0.02;85.5;3.27;373;0;0.37;85.7;4.2;1.91;0.86;1.85;56.2
Iyenoma Udogie;FB;Hellas Verona;170;0;85.3;3.16;220.5;0;0.53;50;6.84;1.58;2.11;2.63;37.5
Matthieu Udol;FB;Metz;1724;0.11;81.8;1.88;286.5;0;1.41;73;5.05;1.77;1.41;0.78;64.9
Naomichi Ueda;CB;Nîmes;711;0.06;80.1;2.78;276.7;0;0.13;50;1.77;1.14;0.25;0.38;66.7
Chimuanya Ugochukwu;CM;Rennes;65;0;94.4;1.43;197.1;0;1.43;100;10;1.43;2.86;1.43;0
Hwang Ui-jo;FW;Bordeaux;2503;0.08;81.6;0.32;24.6;0.32;0.9;41;3.49;0.4;0.11;1.19;37.3
Samir Ujkani;GK;Torino;90;0;82.1;0;415;0;0;0;0;0;0;0;0
Samuel Umtiti;CB;Barcelona;645;0;95.7;4.72;468.5;0;0.14;100;3.19;1.67;0.69;1.94;75.9
Enes Ünal;FW;Getafe;1318;0.09;62.6;1.64;48.2;0.07;0.96;60.9;5.07;0.21;0.48;2.67;46.7
Cengiz Ünder;W;Leicester City;281;0.58;70.5;1.61;161;0.65;3.87;60;4.84;0.97;0.97;0.32;0
Dayot Upamecano;CB;RB Leipzig;2330;0.03;89.1;5.91;513.7;0;0.39;62.5;4.4;1.43;1.2;1.39;68.6
Kacper Urbanski;AM;Bologna;2;0;87.5;2;20;0;0;0;0;0;0;0;0
Mark Uth;AM;Schalke 04;1494;0.07;73.9;2.23;116.9;0.12;1.02;39.5;5.06;0.84;1.08;1.69;28.6
Tomáš Vaclík;GK;Sevilla;450;0;82.2;0;320;0;0;0;0;0;0;0;0
Eugeni Valderrama;AM;Huesca;115;0.08;85.4;3.08;313.8;0;0.77;50;4.62;2.31;0.77;0;100
Lautaro Valenti;CB;Parma;499;0;81.7;2.91;377.6;0;0.36;100;5.82;2.73;0.91;0.91;100
Antoine Valerio;CM;Nîmes;70;0.5;82.4;0;132.5;0;1.25;50;6.25;2.5;0;2.5;0
Borja Valero;CM;Fiorentina;491;0.02;89.6;4;198.2;0;1.27;50;5.45;1.27;1.27;2;25
Yan Valery;FB;Southampton;103;0;82.8;0;244.5;0;0.91;25;8.18;2.73;1.82;0.91;25
Jesús Vallejo;CB;Granada;1348;0;75.7;1.93;245.1;0;0.27;100;2.8;0.67;0.53;0.87;50
Manu Vallejo;FW;Valencia;950;0.03;74.9;1.32;67.2;0.28;0.85;32.1;5.09;0.57;0.85;1.32;25
Federico Valverde;CM;Real Madrid;1330;0.22;87.6;4.66;204.3;0.07;1.69;78.1;4.66;1.49;1.28;0.81;50
Raphaël Varane;CB;Real Madrid;2715;0;91.1;3.41;326.7;0;0.23;70;1.92;1.19;0.4;0.53;75.3
Jamie Vardy;FW;Leicester City;2840;0.16;66.4;0.41;22.7;0.38;0.98;59.6;2.5;0.25;0.25;0.82;45.2
Ruben Vargas;W;Augsburg;1612;0.15;76.4;1.62;90.7;0.11;2.4;50;4.97;1.56;0.73;1.51;31.3
Denis Vavro;CB;Lazio;32;0;100;2.5;210;0;0;0;5;0;0;0;0
