Filippo Melegoni;MFDF;Genoa
Arthur Melo;MF;Juventus
Alex Meret;GK;Napoli
Yıldırım Mert Çetin;DF;Hellas Verona
Dries Mertens;FWMF;Napoli
Junior Messias;MFFW;Crotone
Petar Mićin;MF;Udinese
Valentin Mihaila;FWMF;Parma
Nikola Milenković;DF;Fiorentina
Sergej Milinković-Savić;MF;Lazio
Vanja Milinković-Savić;GK;Torino
Vincenzo Millico;FWMF;Torino
Aleksei Miranchuk;FWMF;Atalanta
Antonio Mirante;GK;Roma
Henrikh Mkhitaryan;FWMF;Roma
Johan Mojica;DFFW;Atalanta
Nahuel Molina;DF;Udinese
Salvatore Molina;MFDF;Crotone
Gabriele Moncini;FW;Benevento
Cristóbal Montiel Rodríguez;DFFW;Fiorentina
Lorenzo Montipò;GK;Benevento
Luca Mora;MF;Spezia
Álvaro Morata;FW;Juventus
Raúl Moro;MF;Lazio
Mert Müldür;DF;Sassuolo
Luis Muriel;FW;Atalanta
Vedat Muriqi;FW;Lazio
Nicola Murru;DF;Torino
Mateo Musacchio;DF;Lazio
Mateo Musacchio;DF;Milan
Juan Musso;GK;Udinese
Joakim Mæhle;DF;Atalanta
Radja Nainggolan;MF;Cagliari
Radja Nainggolan;MF;Inter
Nahitan Nández;MFDF;Cagliari
Ilija Nestorovski;FW;Udinese
Nicolas Nkoulou;DF;Torino
Bram Nuytinck;DF;Udinese
Simeon Nwankwo;FW;Crotone
M'Bala Nzola;FW;Spezia
Pedro Obiang;MF;Sassuolo
Brain Oddei;MFFW;Sassuolo
Stefano Okaka;FW;Udinese
Christian Oliva;MF;Cagliari
Maximiliano Olivera;DF;Fiorentina
Jerome Onguene;DF;Genoa
Riccardo Orsolini;FWMF;Bologna
Victor Osimhen;FW;Napoli
Yordan Osorio;DF;Parma
David Ospina;GK;Napoli
Adam Ounas;FWMF;Crotone
Adam Ounas;MFFW;Cagliari
Thomas Ouwejan;DF;Udinese
Daniele Padelli;GK;Inter
Mattia Pagliuca;MF;Bologna
Rodrigo Palacio;FW;Bologna
Alberto Paleari;GK;Genoa
Antonio Palumbo;MF;Sampdoria
Martin Palumbo;MF;Udinese
Goran Pandev;FWMF;Genoa
